"Site","Month","Species","total","nsurveys","freq"
"Golden Gardens",4,"Brant",629,72,8.73611111111111
"Golden Gardens",4,"Brown Creeper",3,72,0.0416666666666667
"Golden Gardens",4,"Bufflehead",38,72,0.527777777777778
"Golden Gardens",4,"Bushtit",33,72,0.458333333333333
"Golden Gardens",4,"California Gull",4,72,0.0555555555555556
"Golden Gardens",4,"California Quail",2,72,0.0277777777777778
"Golden Gardens",4,"Canada Goose",34,72,0.472222222222222
"Golden Gardens",4,"Chestnut-backed Chickadee",8,72,0.111111111111111
"Golden Gardens",4,"Common Goldeneye",12,72,0.166666666666667
"Golden Gardens",4,"Common Loon",3,72,0.0416666666666667
"Golden Gardens",4,"Dark-eyed Junco",3,72,0.0416666666666667
"Golden Gardens",4,"Double-crested Cormorant",13,72,0.180555555555556
"Golden Gardens",4,"Downy Woodpecker",3,72,0.0416666666666667
"Golden Gardens",4,"Eurasian Wigeon",1,72,0.0138888888888889
"Golden Gardens",4,"European Starling",68,72,0.944444444444444
"Golden Gardens",4,"Fox Sparrow",1,72,0.0138888888888889
"Golden Gardens",4,"Gadwall",128,72,1.77777777777778
"Golden Gardens",4,"Glaucous-winged Gull",227,72,3.15277777777778
"Golden Gardens",4,"Golden-crowned Kinglet",13,72,0.180555555555556
"Golden Gardens",4,"Golden-crowned Sparrow",8,72,0.111111111111111
"Golden Gardens",4,"Great Blue Heron",4,72,0.0555555555555556
"Golden Gardens",4,"Harlequin Duck",2,72,0.0277777777777778
"Golden Gardens",4,"Hermit Thrush",1,72,0.0138888888888889
"Golden Gardens",4,"Hooded Merganser",2,72,0.0277777777777778
"Golden Gardens",4,"Horned Grebe",19,72,0.263888888888889
"Golden Gardens",4,"House Finch",16,72,0.222222222222222
"Golden Gardens",4,"Killdeer",5,72,0.0694444444444444
"Golden Gardens",4,"Mallard",285,72,3.95833333333333
"Golden Gardens",4,"Mew Gull",3,72,0.0416666666666667
"Golden Gardens",4,"Northern Flicker",14,72,0.194444444444444
"Golden Gardens",4,"Northern Shoveler",17,72,0.236111111111111
"Golden Gardens",4,"Pacific Wren",27,72,0.375
"Golden Gardens",4,"Pigeon Guillemot",1,72,0.0138888888888889
"Golden Gardens",4,"Pileated Woodpecker",1,72,0.0138888888888889
"Golden Gardens",4,"Pine Siskin",43,72,0.597222222222222
"Golden Gardens",4,"Red-breasted Merganser",35,72,0.486111111111111
"Golden Gardens",4,"Red-breasted Nuthatch",7,72,0.0972222222222222
"Golden Gardens",4,"Red-necked Grebe",16,72,0.222222222222222
"Golden Gardens",4,"Red-winged Blackbird",61,72,0.847222222222222
"Golden Gardens",4,"Ring-billed Gull",1,72,0.0138888888888889
"Golden Gardens",4,"Rock Pigeon",122,72,1.69444444444444
"Golden Gardens",4,"Ruby-crowned Kinglet",6,72,0.0833333333333333
"Golden Gardens",4,"Savannah Sparrow",2,72,0.0277777777777778
"Golden Gardens",4,"Song Sparrow",30,72,0.416666666666667
"Golden Gardens",4,"Spotted Towhee",12,72,0.166666666666667
"Golden Gardens",4,"Steller's Jay",1,72,0.0138888888888889
"Golden Gardens",4,"Surf Scoter",7,72,0.0972222222222222
"Golden Gardens",4,"Varied Thrush",2,72,0.0277777777777778
"Golden Gardens",4,"Western Grebe",2,72,0.0277777777777778
"Golden Gardens",4,"Western Gull",2,72,0.0277777777777778
"Golden Gardens",4,"White-crowned Sparrow",25,72,0.347222222222222
"Golden Gardens",4,"Wood Duck",2,72,0.0277777777777778
"Golden Gardens",4,"Yellow-rumped Warbler",3,72,0.0416666666666667
"Golden Gardens",5,"American Crow",183,66,2.77272727272727
"Golden Gardens",5,"American Goldfinch",20,66,0.303030303030303
"Golden Gardens",5,"American Robin",70,66,1.06060606060606
"Golden Gardens",5,"American Wigeon",1,66,0.0151515151515152
"Golden Gardens",5,"Anna's Hummingbird",9,66,0.136363636363636
"Golden Gardens",5,"Bald Eagle",1,66,0.0151515151515152
"Golden Gardens",5,"Band-tailed Pigeon",2,66,0.0303030303030303
"Golden Gardens",5,"Barn Swallow",16,66,0.242424242424242
"Golden Gardens",5,"Barrow's Goldeneye",17,66,0.257575757575758
"Golden Gardens",5,"Belted Kingfisher",4,66,0.0606060606060606
"Golden Gardens",5,"Bewick's Wren",8,66,0.121212121212121
"Golden Gardens",5,"Black-capped Chickadee",24,66,0.363636363636364
"Golden Gardens",5,"Black-throated Gray Warbler",1,66,0.0151515151515152
"Golden Gardens",5,"Brant",169,66,2.56060606060606
"Golden Gardens",5,"Brown Creeper",4,66,0.0606060606060606
"Golden Gardens",5,"Brown-headed Cowbird",2,66,0.0303030303030303
"Golden Gardens",5,"Bufflehead",22,66,0.333333333333333
"Golden Gardens",5,"Bushtit",16,66,0.242424242424242
"Golden Gardens",5,"California Gull",1,66,0.0151515151515152
"Golden Gardens",5,"Canada Goose",35,66,0.53030303030303
"Golden Gardens",5,"Chestnut-backed Chickadee",9,66,0.136363636363636
"Golden Gardens",5,"Common Goldeneye",8,66,0.121212121212121
"Golden Gardens",5,"Dark-eyed Junco",5,66,0.0757575757575758
"Golden Gardens",5,"Downy Woodpecker",1,66,0.0151515151515152
"Golden Gardens",5,"European Starling",58,66,0.878787878787879
"Golden Gardens",5,"Gadwall",43,66,0.651515151515151
"Golden Gardens",5,"Glaucous-winged Gull",251,66,3.8030303030303
"Golden Gardens",5,"Golden-crowned Kinglet",3,66,0.0454545454545455
"Golden Gardens",5,"Great Blue Heron",8,66,0.121212121212121
"Golden Gardens",5,"Hairy Woodpecker",1,66,0.0151515151515152
"Golden Gardens",5,"Hermit Thrush",1,66,0.0151515151515152
"Golden Gardens",5,"Horned Grebe",9,66,0.136363636363636
"Golden Gardens",5,"House Finch",1,66,0.0151515151515152
"Golden Gardens",5,"House Sparrow",15,66,0.227272727272727
"Golden Gardens",5,"Killdeer",7,66,0.106060606060606
"Golden Gardens",5,"Mallard",129,66,1.95454545454545
"Golden Gardens",5,"Marbled Murrelet",3,66,0.0454545454545455
"Golden Gardens",5,"Northern Flicker",8,66,0.121212121212121
"Golden Gardens",5,"Northern Shoveler",1,66,0.0151515151515152
"Golden Gardens",5,"Olive-sided Flycatcher",1,66,0.0151515151515152
"Golden Gardens",5,"Orange-crowned Warbler",7,66,0.106060606060606
"Golden Gardens",5,"Pacific Wren",8,66,0.121212121212121
"Golden Gardens",5,"Pigeon Guillemot",2,66,0.0303030303030303
"Golden Gardens",5,"Pileated Woodpecker",1,66,0.0151515151515152
"Golden Gardens",5,"Pine Siskin",12,66,0.181818181818182
"Golden Gardens",5,"Red-breasted Merganser",5,66,0.0757575757575758
"Golden Gardens",5,"Red-breasted Nuthatch",6,66,0.0909090909090909
"Golden Gardens",5,"Red-necked Grebe",1,66,0.0151515151515152
"Golden Gardens",5,"Red-winged Blackbird",55,66,0.833333333333333
"Golden Gardens",5,"Rhinoceros Auklet",1,66,0.0151515151515152
"Golden Gardens",5,"Rock Pigeon",107,66,1.62121212121212
"Golden Gardens",5,"Savannah Sparrow",9,66,0.136363636363636
"Golden Gardens",5,"Song Sparrow",30,66,0.454545454545455
"Golden Gardens",5,"Spotted Sandpiper",1,66,0.0151515151515152
"Golden Gardens",5,"Spotted Towhee",7,66,0.106060606060606
"Golden Gardens",5,"Steller's Jay",1,66,0.0151515151515152
"Golden Gardens",5,"Swainson's Thrush",1,66,0.0151515151515152
"Golden Gardens",5,"Townsend's Warbler",2,66,0.0303030303030303
"Golden Gardens",5,"Tree Swallow",1,66,0.0151515151515152
"Golden Gardens",5,"Violet-green Swallow",26,66,0.393939393939394
"Golden Gardens",5,"Warbling Vireo",10,66,0.151515151515152
"Golden Gardens",5,"Western Wood-Pewee",1,66,0.0151515151515152
"Golden Gardens",5,"White-crowned Sparrow",19,66,0.287878787878788
"Golden Gardens",5,"Wilson's Warbler",14,66,0.212121212121212
"Golden Gardens",5,"Yellow Warbler",3,66,0.0454545454545455
"Golden Gardens",5,"Yellow-rumped Warbler",10,66,0.151515151515152
"Golden Gardens",6,"American Crow",300,72,4.16666666666667
"Golden Gardens",6,"American Goldfinch",18,72,0.25
"Golden Gardens",6,"American Robin",112,72,1.55555555555556
"Golden Gardens",6,"American Wigeon",1,72,0.0138888888888889
"Golden Gardens",6,"Anna's Hummingbird",14,72,0.194444444444444
"Golden Gardens",6,"Bald Eagle",2,72,0.0277777777777778
"Golden Gardens",6,"Barn Swallow",53,72,0.736111111111111
"Golden Gardens",6,"Belted Kingfisher",4,72,0.0555555555555556
"Golden Gardens",6,"Bewick's Wren",16,72,0.222222222222222
"Golden Gardens",6,"Black-capped Chickadee",29,72,0.402777777777778
"Golden Gardens",6,"Black-headed Grosbeak",1,72,0.0138888888888889
"Golden Gardens",6,"Brown Creeper",4,72,0.0555555555555556
"Golden Gardens",6,"Brown-headed Cowbird",3,72,0.0416666666666667
"Golden Gardens",6,"Bushtit",14,72,0.194444444444444
"Golden Gardens",6,"California Gull",3,72,0.0416666666666667
"Golden Gardens",6,"Canada Goose",121,72,1.68055555555556
"Golden Gardens",6,"Cedar Waxwing",14,72,0.194444444444444
"Golden Gardens",6,"Chestnut-backed Chickadee",9,72,0.125
"Golden Gardens",6,"Downy Woodpecker",3,72,0.0416666666666667
"Golden Gardens",6,"European Starling",50,72,0.694444444444444
"Golden Gardens",6,"Gadwall",17,72,0.236111111111111
"Golden Gardens",6,"Glaucous-winged Gull",226,72,3.13888888888889
"Golden Gardens",6,"Golden-crowned Kinglet",15,72,0.208333333333333
"Golden Gardens",6,"Great Blue Heron",11,72,0.152777777777778
"Golden Gardens",6,"Hairy Woodpecker",1,72,0.0138888888888889
"Golden Gardens",6,"House Finch",28,72,0.388888888888889
"Golden Gardens",6,"House Sparrow",19,72,0.263888888888889
"Golden Gardens",6,"Killdeer",4,72,0.0555555555555556
"Golden Gardens",6,"Mallard",329,72,4.56944444444444
"Golden Gardens",6,"Marbled Murrelet",4,72,0.0555555555555556
"Golden Gardens",6,"Northern Flicker",8,72,0.111111111111111
"Golden Gardens",6,"Northern Rough-winged Swallow",4,72,0.0555555555555556
"Golden Gardens",6,"Olive-sided Flycatcher",1,72,0.0138888888888889
"Golden Gardens",6,"Orange-crowned Warbler",3,72,0.0416666666666667
"Golden Gardens",6,"Pacific Wren",3,72,0.0416666666666667
"Golden Gardens",6,"Pacific-slope Flycatcher",2,72,0.0277777777777778
"Golden Gardens",6,"Pigeon Guillemot",1,72,0.0138888888888889
"Golden Gardens",6,"Pileated Woodpecker",1,72,0.0138888888888889
"Golden Gardens",6,"Pine Siskin",1,72,0.0138888888888889
"Golden Gardens",6,"Red Crossbill",5,72,0.0694444444444444
"Golden Gardens",6,"Red-breasted Nuthatch",3,72,0.0416666666666667
"Golden Gardens",6,"Red-winged Blackbird",63,72,0.875
"Golden Gardens",6,"Rhinoceros Auklet",2,72,0.0277777777777778
"Golden Gardens",6,"Rock Pigeon",122,72,1.69444444444444
"Golden Gardens",6,"Savannah Sparrow",5,72,0.0694444444444444
"Golden Gardens",6,"Song Sparrow",27,72,0.375
"Golden Gardens",6,"Spotted Towhee",18,72,0.25
"Golden Gardens",6,"Violet-green Swallow",40,72,0.555555555555556
"Golden Gardens",6,"Western Kingbird",1,72,0.0138888888888889
"Golden Gardens",6,"Western Tanager",1,72,0.0138888888888889
"Golden Gardens",6,"Western Wood-Pewee",1,72,0.0138888888888889
"Golden Gardens",6,"White-crowned Sparrow",31,72,0.430555555555556
"Golden Gardens",6,"Wilson's Warbler",17,72,0.236111111111111
"Golden Gardens",6,"Yellow Warbler",4,72,0.0555555555555556
"Golden Gardens",7,"American Crow",423,72,5.875
"Golden Gardens",7,"American Goldfinch",31,72,0.430555555555556
"Golden Gardens",7,"American Robin",73,72,1.01388888888889
"Golden Gardens",7,"Anna's Hummingbird",13,72,0.180555555555556
"Golden Gardens",7,"Band-tailed Pigeon",3,72,0.0416666666666667
"Golden Gardens",7,"Barn Swallow",75,72,1.04166666666667
"Golden Gardens",7,"Barred Owl",4,72,0.0555555555555556
"Golden Gardens",7,"Belted Kingfisher",6,72,0.0833333333333333
"Golden Gardens",7,"Bewick's Wren",11,72,0.152777777777778
"Golden Gardens",7,"Black-capped Chickadee",57,72,0.791666666666667
"Golden Gardens",7,"Brown Creeper",5,72,0.0694444444444444
"Golden Gardens",7,"Bushtit",17,72,0.236111111111111
"Golden Gardens",7,"California Gull",34,72,0.472222222222222
"Golden Gardens",7,"Canada Goose",11,72,0.152777777777778
"Golden Gardens",7,"Cedar Waxwing",5,72,0.0694444444444444
"Golden Gardens",7,"Chestnut-backed Chickadee",5,72,0.0694444444444444
"Golden Gardens",7,"Downy Woodpecker",1,72,0.0138888888888889
"Golden Gardens",7,"European Starling",47,72,0.652777777777778
"Golden Gardens",7,"Gadwall",15,72,0.208333333333333
"Golden Gardens",7,"Glaucous-winged Gull",351,72,4.875
"Golden Gardens",7,"Golden-crowned Kinglet",3,72,0.0416666666666667
"Golden Gardens",7,"Great Blue Heron",38,72,0.527777777777778
"Golden Gardens",7,"House Finch",14,72,0.194444444444444
"Golden Gardens",7,"House Sparrow",48,72,0.666666666666667
"Golden Gardens",7,"Mallard",227,72,3.15277777777778
"Golden Gardens",7,"Northern Flicker",10,72,0.138888888888889
"Golden Gardens",7,"Pacific Wren",1,72,0.0138888888888889
"Golden Gardens",7,"Pine Siskin",3,72,0.0416666666666667
"Golden Gardens",7,"Red-breasted Nuthatch",2,72,0.0277777777777778
"Golden Gardens",7,"Red-winged Blackbird",81,72,1.125
"Golden Gardens",7,"Ring-billed Gull",1,72,0.0138888888888889
"Golden Gardens",7,"Rock Pigeon",182,72,2.52777777777778
"Golden Gardens",7,"Savannah Sparrow",3,72,0.0416666666666667
"Golden Gardens",7,"Song Sparrow",31,72,0.430555555555556
"Golden Gardens",7,"Spotted Towhee",21,72,0.291666666666667
"Golden Gardens",7,"Steller's Jay",1,72,0.0138888888888889
"Golden Gardens",7,"Violet-green Swallow",13,72,0.180555555555556
"Golden Gardens",7,"White-crowned Sparrow",30,72,0.416666666666667
"Golden Gardens",8,"American Crow",372,72,5.16666666666667
"Golden Gardens",8,"American Goldfinch",20,72,0.277777777777778
"Golden Gardens",8,"American Robin",60,72,0.833333333333333
"Golden Gardens",8,"Anna's Hummingbird",6,72,0.0833333333333333
"Golden Gardens",8,"Band-tailed Pigeon",1,72,0.0138888888888889
"Golden Gardens",8,"Barn Swallow",53,72,0.736111111111111
"Golden Gardens",8,"Belted Kingfisher",6,72,0.0833333333333333
"Golden Gardens",8,"Bewick's Wren",11,72,0.152777777777778
"Golden Gardens",8,"Black-capped Chickadee",52,72,0.722222222222222
"Golden Gardens",8,"Bonaparte's Gull",1,72,0.0138888888888889
"Golden Gardens",8,"Brown Creeper",7,72,0.0972222222222222
"Golden Gardens",8,"Brown-headed Cowbird",3,72,0.0416666666666667
"Golden Gardens",8,"Bushtit",12,72,0.166666666666667
"Golden Gardens",8,"California Gull",132,72,1.83333333333333
"Golden Gardens",8,"Canada Goose",54,72,0.75
"Golden Gardens",8,"Cedar Waxwing",5,72,0.0694444444444444
"Golden Gardens",8,"Chestnut-backed Chickadee",6,72,0.0833333333333333
"Golden Gardens",8,"European Starling",125,72,1.73611111111111
"Golden Gardens",8,"Gadwall",1,72,0.0138888888888889
"Golden Gardens",8,"Glaucous-winged Gull",275,72,3.81944444444444
"Golden Gardens",8,"Golden-crowned Kinglet",8,72,0.111111111111111
"Golden Gardens",8,"Great Blue Heron",26,72,0.361111111111111
"Golden Gardens",8,"Hairy Woodpecker",3,72,0.0416666666666667
"Golden Gardens",8,"Heermann's Gull",1,72,0.0138888888888889
"Golden Gardens",8,"Hooded Merganser",1,72,0.0138888888888889
"Golden Gardens",8,"House Finch",9,72,0.125
"Golden Gardens",8,"House Sparrow",25,72,0.347222222222222
"Golden Gardens",8,"Killdeer",4,72,0.0555555555555556
"Golden Gardens",8,"Mallard",489,72,6.79166666666667
"Golden Gardens",8,"Northern Flicker",3,72,0.0416666666666667
"Golden Gardens",8,"Olive-sided Flycatcher",1,72,0.0138888888888889
"Golden Gardens",8,"Red-breasted Nuthatch",9,72,0.125
"Golden Gardens",8,"Red-winged Blackbird",7,72,0.0972222222222222
"Golden Gardens",8,"Ring-billed Gull",1,72,0.0138888888888889
"Golden Gardens",8,"Rock Pigeon",229,72,3.18055555555556
"Golden Gardens",8,"Rufous Hummingbird",2,72,0.0277777777777778
"Golden Gardens",8,"Savannah Sparrow",4,72,0.0555555555555556
"Golden Gardens",8,"Song Sparrow",14,72,0.194444444444444
"Golden Gardens",8,"Spotted Towhee",15,72,0.208333333333333
"Golden Gardens",8,"Steller's Jay",7,72,0.0972222222222222
"Golden Gardens",8,"Swainson's Thrush",8,72,0.111111111111111
"Golden Gardens",8,"Violet-green Swallow",6,72,0.0833333333333333
"Golden Gardens",8,"Warbling Vireo",1,72,0.0138888888888889
"Golden Gardens",8,"White-crowned Sparrow",10,72,0.138888888888889
"Golden Gardens",8,"Yellow Warbler",1,72,0.0138888888888889
"Golden Gardens",9,"American Crow",461,71,6.49295774647887
"Golden Gardens",9,"American Goldfinch",6,71,0.0845070422535211
"Golden Gardens",9,"American Robin",21,71,0.295774647887324
"Golden Gardens",9,"American Wigeon",5,71,0.0704225352112676
"Golden Gardens",9,"Anna's Hummingbird",12,71,0.169014084507042
"Golden Gardens",9,"Barn Swallow",11,71,0.154929577464789
"Golden Gardens",9,"Belted Kingfisher",10,71,0.140845070422535
"Golden Gardens",9,"Bewick's Wren",11,71,0.154929577464789
"Golden Gardens",9,"Black-capped Chickadee",58,71,0.816901408450704
"Golden Gardens",9,"Brown Creeper",6,71,0.0845070422535211
"Golden Gardens",9,"Bushtit",13,71,0.183098591549296
"Golden Gardens",9,"California Gull",119,71,1.67605633802817
"Golden Gardens",9,"Canada Goose",64,71,0.901408450704225
"Golden Gardens",9,"Chestnut-backed Chickadee",9,71,0.126760563380282
"Golden Gardens",9,"Double-crested Cormorant",2,71,0.028169014084507
"Golden Gardens",9,"Dunlin",1,71,0.0140845070422535
"Golden Gardens",9,"European Starling",60,71,0.845070422535211
"Golden Gardens",9,"Gadwall",1,71,0.0140845070422535
"Golden Gardens",9,"Glaucous-winged Gull",276,71,3.88732394366197
"Golden Gardens",9,"Golden-crowned Kinglet",8,71,0.112676056338028
"Golden Gardens",9,"Great Blue Heron",15,71,0.211267605633803
"Golden Gardens",9,"Harlequin Duck",1,71,0.0140845070422535
"Golden Gardens",9,"House Finch",2,71,0.028169014084507
"Golden Gardens",9,"Killdeer",2,71,0.028169014084507
"Golden Gardens",9,"Lincoln's Sparrow",4,71,0.0563380281690141
"Golden Gardens",9,"Mallard",577,71,8.12676056338028
"Golden Gardens",9,"Marbled Murrelet",1,71,0.0140845070422535
"Golden Gardens",9,"Northern Flicker",4,71,0.0563380281690141
"Golden Gardens",9,"Northern Shoveler",2,71,0.028169014084507
"Golden Gardens",9,"Pacific Wren",4,71,0.0563380281690141
"Golden Gardens",9,"Pileated Woodpecker",1,71,0.0140845070422535
"Golden Gardens",9,"Red-breasted Nuthatch",8,71,0.112676056338028
"Golden Gardens",9,"Ring-billed Gull",1,71,0.0140845070422535
"Golden Gardens",9,"Rock Pigeon",257,71,3.61971830985915
"Golden Gardens",9,"Savannah Sparrow",2,71,0.028169014084507
"Golden Gardens",9,"Song Sparrow",12,71,0.169014084507042
"Golden Gardens",9,"Steller's Jay",1,71,0.0140845070422535
"Golden Gardens",9,"Warbling Vireo",1,71,0.0140845070422535
"Golden Gardens",9,"White-crowned Sparrow",8,71,0.112676056338028
"Golden Gardens",9,"Yellow Warbler",3,71,0.0422535211267606
"Golden Gardens",10,"American Crow",339,78,4.34615384615385
"Golden Gardens",10,"American Goldfinch",1,78,0.0128205128205128
"Golden Gardens",10,"American Robin",37,78,0.474358974358974
"Golden Gardens",10,"American Wigeon",111,78,1.42307692307692
"Golden Gardens",10,"Anna's Hummingbird",18,78,0.230769230769231
"Golden Gardens",10,"Belted Kingfisher",5,78,0.0641025641025641
"Golden Gardens",10,"Bewick's Wren",10,78,0.128205128205128
"Golden Gardens",10,"Black-capped Chickadee",62,78,0.794871794871795
"Golden Gardens",10,"Brown Creeper",5,78,0.0641025641025641
"Golden Gardens",10,"Bushtit",20,78,0.256410256410256
"Golden Gardens",10,"California Gull",79,78,1.01282051282051
"Golden Gardens",10,"Canada Goose",91,78,1.16666666666667
"Golden Gardens",10,"Chestnut-backed Chickadee",9,78,0.115384615384615
"Golden Gardens",10,"Common Merganser",10,78,0.128205128205128
"Golden Gardens",10,"Cooper's Hawk",1,78,0.0128205128205128
"Golden Gardens",10,"Double-crested Cormorant",19,78,0.243589743589744
"Golden Gardens",10,"Downy Woodpecker",3,78,0.0384615384615385
"Golden Gardens",10,"European Starling",46,78,0.58974358974359
"Golden Gardens",10,"Fox Sparrow",2,78,0.0256410256410256
"Golden Gardens",10,"Gadwall",1,78,0.0128205128205128
"Golden Gardens",10,"Glaucous-winged Gull",349,78,4.47435897435897
"Golden Gardens",10,"Golden-crowned Kinglet",48,78,0.615384615384615
"Golden Gardens",10,"Golden-crowned Sparrow",3,78,0.0384615384615385
"Golden Gardens",10,"Great Blue Heron",14,78,0.179487179487179
"Golden Gardens",10,"Green-winged Teal",2,78,0.0256410256410256
"Golden Gardens",10,"Harlequin Duck",5,78,0.0641025641025641
"Golden Gardens",10,"Heermann's Gull",5,78,0.0641025641025641
"Golden Gardens",10,"Horned Grebe",13,78,0.166666666666667
"Golden Gardens",10,"House Finch",33,78,0.423076923076923
"Golden Gardens",10,"Killdeer",1,78,0.0128205128205128
"Golden Gardens",10,"Mallard",772,78,9.8974358974359
"Golden Gardens",10,"Marbled Murrelet",1,78,0.0128205128205128
"Golden Gardens",10,"Mew Gull",1,78,0.0128205128205128
"Golden Gardens",10,"Northern Flicker",10,78,0.128205128205128
"Golden Gardens",10,"Northern Shoveler",3,78,0.0384615384615385
"Golden Gardens",10,"Orange-crowned Warbler",3,78,0.0384615384615385
"Golden Gardens",10,"Pacific Wren",37,78,0.474358974358974
"Golden Gardens",10,"Pigeon Guillemot",1,78,0.0128205128205128
"Golden Gardens",10,"Red-breasted Nuthatch",9,78,0.115384615384615
"Golden Gardens",10,"Red-breasted Sapsucker",1,78,0.0128205128205128
"Golden Gardens",10,"Red-necked Grebe",8,78,0.102564102564103
"Golden Gardens",10,"Red-winged Blackbird",21,78,0.269230769230769
"Golden Gardens",10,"Ring-billed Gull",5,78,0.0641025641025641
"Golden Gardens",10,"Rock Pigeon",309,78,3.96153846153846
"Golden Gardens",10,"Ruby-crowned Kinglet",5,78,0.0641025641025641
"Golden Gardens",10,"Savannah Sparrow",3,78,0.0384615384615385
"Golden Gardens",10,"Song Sparrow",30,78,0.384615384615385
"Golden Gardens",10,"Spotted Towhee",7,78,0.0897435897435897
"Golden Gardens",10,"Steller's Jay",2,78,0.0256410256410256
"Golden Gardens",10,"Varied Thrush",3,78,0.0384615384615385
"Golden Gardens",10,"White-crowned Sparrow",4,78,0.0512820512820513
"Golden Gardens",10,"Wood Duck",2,78,0.0256410256410256
"Golden Gardens",11,"American Coot",2,84,0.0238095238095238
"Golden Gardens",11,"American Crow",179,84,2.13095238095238
"Golden Gardens",11,"American Goldfinch",3,84,0.0357142857142857
"Golden Gardens",11,"American Robin",28,84,0.333333333333333
"Golden Gardens",11,"American Wigeon",2332,84,27.7619047619048
"Golden Gardens",11,"American x Eurasian Wigeon",3,84,0.0357142857142857
"Golden Gardens",11,"Anna's Hummingbird",5,84,0.0595238095238095
"Golden Gardens",11,"Bald Eagle",2,84,0.0238095238095238
"Golden Gardens",11,"Barrow's Goldeneye",4,84,0.0476190476190476
"Golden Gardens",11,"Belted Kingfisher",1,84,0.0119047619047619
"Golden Gardens",11,"Bewick's Wren",6,84,0.0714285714285714
"Golden Gardens",11,"Black-capped Chickadee",42,84,0.5
"Golden Gardens",11,"Bonaparte's Gull",1,84,0.0119047619047619
"Golden Gardens",11,"Brown Creeper",5,84,0.0595238095238095
"Golden Gardens",11,"Bufflehead",25,84,0.297619047619048
"Golden Gardens",11,"Bushtit",85,84,1.01190476190476
"Golden Gardens",11,"California Gull",64,84,0.761904761904762
"Golden Gardens",11,"Canada Goose",106,84,1.26190476190476
"Golden Gardens",11,"Chestnut-backed Chickadee",9,84,0.107142857142857
"Golden Gardens",11,"Common Murre",1,84,0.0119047619047619
"Golden Gardens",11,"Cooper's Hawk",1,84,0.0119047619047619
"Golden Gardens",11,"Double-crested Cormorant",37,84,0.44047619047619
"Golden Gardens",11,"Eurasian Wigeon",7,84,0.0833333333333333
"Golden Gardens",11,"European Starling",19,84,0.226190476190476
"Golden Gardens",11,"Fox Sparrow",2,84,0.0238095238095238
"Golden Gardens",11,"Gadwall",3,84,0.0357142857142857
"Golden Gardens",11,"Glaucous-winged Gull",682,84,8.11904761904762
"Golden Gardens",11,"Glaucous-winged x Western Gull",2,84,0.0238095238095238
"Golden Gardens",11,"Golden-crowned Kinglet",42,84,0.5
"Golden Gardens",11,"Golden-crowned Sparrow",3,84,0.0357142857142857
"Golden Gardens",11,"Great Blue Heron",2,84,0.0238095238095238
"Golden Gardens",11,"Green-winged Teal",2,84,0.0238095238095238
"Golden Gardens",11,"Harlequin Duck",2,84,0.0238095238095238
"Golden Gardens",11,"Heermann's Gull",841,84,10.0119047619048
"Golden Gardens",11,"Hooded Merganser",4,84,0.0476190476190476
"Golden Gardens",11,"Horned Grebe",44,84,0.523809523809524
"Golden Gardens",11,"House Finch",3,84,0.0357142857142857
"Golden Gardens",11,"House Sparrow",10,84,0.119047619047619
"Golden Gardens",11,"Mallard",957,84,11.3928571428571
"Golden Gardens",11,"Mew Gull",6,84,0.0714285714285714
"Golden Gardens",11,"Northern Flicker",6,84,0.0714285714285714
"Golden Gardens",11,"Northern Shoveler",19,84,0.226190476190476
"Golden Gardens",11,"Pacific Wren",32,84,0.380952380952381
"Golden Gardens",11,"Pileated Woodpecker",1,84,0.0119047619047619
"Golden Gardens",11,"Pine Siskin",50,84,0.595238095238095
"Golden Gardens",11,"Red-breasted Merganser",3,84,0.0357142857142857
"Golden Gardens",11,"Red-breasted Nuthatch",3,84,0.0357142857142857
"Golden Gardens",11,"Red-necked Grebe",14,84,0.166666666666667
"Golden Gardens",11,"Red-tailed Hawk",1,84,0.0119047619047619
"Golden Gardens",11,"Red-winged Blackbird",4,84,0.0476190476190476
"Golden Gardens",11,"Ring-billed Gull",6,84,0.0714285714285714
"Golden Gardens",11,"Rock Pigeon",494,84,5.88095238095238
"Golden Gardens",11,"Ruby-crowned Kinglet",2,84,0.0238095238095238
"Golden Gardens",11,"Savannah Sparrow",1,84,0.0119047619047619
"Golden Gardens",11,"Song Sparrow",17,84,0.202380952380952
"Golden Gardens",11,"Spotted Towhee",5,84,0.0595238095238095
"Golden Gardens",11,"Steller's Jay",1,84,0.0119047619047619
"Golden Gardens",11,"Varied Thrush",2,84,0.0238095238095238
"Golden Gardens",11,"Western Grebe",1,84,0.0119047619047619
"Golden Gardens",11,"Western Gull",6,84,0.0714285714285714
"Golden Gardens",12,"American Coot",1,77,0.012987012987013
"Golden Gardens",12,"American Crow",180,77,2.33766233766234
"Golden Gardens",12,"American Goldfinch",5,77,0.0649350649350649
"Golden Gardens",12,"American Robin",23,77,0.298701298701299
"Golden Gardens",12,"American Wigeon",1241,77,16.1168831168831
"Golden Gardens",12,"Anna's Hummingbird",6,77,0.0779220779220779
"Golden Gardens",12,"Barrow's Goldeneye",19,77,0.246753246753247
"Golden Gardens",12,"Belted Kingfisher",3,77,0.038961038961039
"Golden Gardens",12,"Bewick's Wren",7,77,0.0909090909090909
"Golden Gardens",12,"Black-capped Chickadee",31,77,0.402597402597403
"Golden Gardens",12,"Brant",40,77,0.519480519480519
